Word,Root Word
kewujudan,wujud
keyakinan,yakin
keyatiman,yatim
kezaliman,zalim
pedamaran,damar
pelayan,layan
pelayaran,layar
pelebuan,lebu
perlembagaan,lembaga
pelembungan,lembung
pelembutan,lembut
perlengkapan,lengkap
peletakan,letak
peliberalan,liberal
perlombongan,lombong
pelonggaran,longgar
peluasan,luas
perlucutan,lucut
perlumpuran,lumpur
pelumuran,lumur
peluncuran,luncur
pelunturan,luntur
pelupusan,lupus
peluputan,luput
permaafan,maaf
permaduan,madu
pemajuan,maju
pemansuhan,mansuh
pemantapan,mantap
pemarkahan,markah
pemartaban,martab
permasalahan,masalah
pemasukan,masuk
pemasyhuran,masyhur
pemautan,maut
pemendakan,mendak
pemesinan,mesin
permesyuaratan,mesyuarat
pemeteraian,meterai
permintaan,minta
pemodelan,model
pemodenan,moden
pemotoran,motor
pemuafakatan,muafakat
pemusnahan,musnah
perongkosan,ongkos
perseorangan,seorang
pemadaman,padam
pemalsuan,palsu
pemanggangan,panggang
pemangkuan,pangku
perparitan,parit
pematuhan,patuh
pecahkan,pecah
pecahan,pecah
pecahbelahkan,pecah belah
pemecatan,pecat
pecutan,pecut
pedoman,pedoman
pedulikan,peduli
pejamkan,pejam
pekan,pekan
pekatkan,pekat
pekikan,pekik
pekojan,pekojan
pelan,pelan
pelawaan,pelawa
pelawan,lawan
pelesiran,lesir
peliharakan,pelihara
peliharaan,pelihara
pelimban,pelimban
perpeluhan,peluh
pelukan,peluk
pempan,pempan
pempopularan,popular
pendamkan,pendam
pendaman,pendam
peningkan,tingkat
penjarakan,penjara
pentaskan,pentas
pementasan,pentas
penuhkan,penuh
perahan,perah
peraman,peram
peran,perang
peranan,peranan
perangan,perang
peperangan,perang
perasan,perasan
perawan,perawan
perban,perban
perbankan,bank
percayakan,percaya
percikan,percik
perempuan,perempuan
perenggan,perenggan
pemergian,pergi
perhilitan,perhilitan
perian,perian
peperiksaan,periksa
peringgitan,ringgit
pemeringkatan,peringkat
perintahkan,perintah
perisian,perisian
perkosaan,perkosa
perlahan,perlahan
perlahankan,perlahan
perlian,perli
perlukan,perlu
permasan,permasan
peroman,roman
peruan,peruan
pesan,pesan
pemesan,pesan
pesatkan,pesat
peseban,seba
pesemendan,pesemendan
pesongkan,pesong
petan,petan
petarangan,tarang
petiban,petiban
petikan,petikan
petilan,petilan
petopan,top
pemilihan,pilih
perpisahan,pisah
pemuasan,puas
pemujaan,puja
pemulauan,pulau
pemulihan,pulih
pemunahan,punah
pemutihan,putih
perabungan,rabung
peracunan,racun
peragakan,raga
peragaan,raga
peragawan,raga
perasaan,rasa
perasaian,rasai
perasmian,rasmi
perayaan,raya
peremajaan,remaja
perencanaan,rencana
perincian,perincian
peringanan,ringan
peruasan,ruas
perumahkan,rumah
perumian,rumi
peruncitan,runcit
persahabatan,sahabat
persahajaan,sahaja
persajakan,sajak
persalahkan,salah
persamaan,sama
penyamakan,sama
persampahan,sampah
persatean,sate
persaudarakan,saudara
persaudaraan,saudara
persawahan,sawah
persejarahan,sejarah
persekutuan,sekutu
persekutukan,sekutu
perselisihan,selisih
persemadian,semadi
persemayaman,semayam
persempadan,sempadan
persendian,sendi
persengketaan,sengketa
persengketakan,sengketa
persenjataan,senjata
perseteruan,seteru
persetiaan,setia
persidangan,sidang
persijilan,sijil
persilakan,silak
persilatan,silat
persinggahan,singgah
persoalkan,soal
persuakan,sua
penyuburan,subur
persundalan,sundal
persyarikatan,syarikat
pertabalan,tabal
pertahan,tahan
pertandingkan,tanding
pertanggungjawabkan,tanggungjawab
pertanggungjawapan,tanggungjawab
pertanian,tani
pertanyaan,tanya
pertapaan,tapa
persetaraan,setara
pertaruhkan,taruh
pertarungkan,taruh
pertautkan,taut
pertautan,taut
perteguhkan,teguh
pertelagahan,telagah
pertelingkahan,telingkah
pertembungan,tembung
pertempuran,tempur
pertemukan,temu
pertemuan,temu
pertengahan,tengah
pertengkaran,tengkar
pertikaian,tikai
pertimbangkan,timbang
pertinjuan,tinju
pertolehan,toleh
pertontonkan,tonton
pertubuhan,tubuh
persetubuhan,tubuh
pertuduhan,tuduh
persetujuan,setuju
pertukangan,tukang
pertunjukan,tunjuk
peruntukan,untuk
peruntungan,untung
perusahaan,usaha
perwakilan,wakil
perwalian,wali
pewarnaan,warna
pewartaan,warta
pewasapan,wasap
perwatakan,watak
perwatasan,watas
pewujudan,wujud
berabang,abang
berada,berada
beradik,adik
beragama,agama
berpelajaran,ajar
beramuk,amuk
beranak,anak
beranggap,anggap
berasal,asal
berasas,asas
beratap,atap
beratur,atur
berperaturan,peraturan
berayah,ayah
berazam,azam
berbadan,badan
berbagai,bagai
berbahaya,bahaya
berbaik,baik
berbaju,baju
berbalas,balas
berbaling,baling
berbaloi,baloi
berbanding,banding
berbangsa,bangsa
berbantal,bantal
berbapa,bapa
berbasah,basah
berbatang,batang
berbatas,batas
berbekal,bekal
berbela,bela
bersebelah,sebelah
berbelanjalah,belanja
berbenak,benak
berbenteng,benteng
bera,bera
berabe,berabe
berahi,berahi
berai,berai
beraja,raja
berak,berak
berakah,berakah
beraksa,beraksa
beram,beram
berambang,ambang
berambi,ambi
berambung,ambung
berambur,berambur
beramin,beramin
beran,beran
berancai,berancai
beranda,beranda
berandal,berandal
berandang,berandang
berang,berang
berangan,angan
berangas,angas
berangasan,berangasan
berangsang,rangsang
berangta,berangta
berangus,berangus
berani,berani
beranta,beranta
berantuk,antuk
berapa,berapa
berarakan,rarak
beras,beras
berasnya,beras
beraso,beraso
berat,berat
beratnya,berat
beratkan,berat
bercak,bercak
bercat,cat
berdanur,danur
berdene,berdene
berdikari,dikari
berdus,berdus
berecak,berecak
berecek,berecek
berek,berek
bereke,bereke
bereksa,bereksa
beremban,beremban
berembang,berembang
berembas,berembas
berembau,berembau
beremi,beremi
berenas,berenas
berenga,berenga
berengau,berengau
berengut,berengut
berentang,berentang
berentuh,berentuh
berenuak,berenuak
bereo,bereo
berepas,berepas
bererot,rerot
beres,beres
bereskan,beres
beret,beret
berewok,berewok
bergajul,gajul
bergedel,bergedel
berguk,berguk
berhala,hala
beri,beri
beria,beria
beriang,riang
beriani,beriani
berida,berida
berik,berik
berilium,berilium
berinda,berinda
bering,bering
beringas,beringas
beringin,ingin
beringis,beringis
berisik,risik
berit,berit
berita,berita
beritakan,berita
beritahu,beritahu
beritahulah,beritahu
berkas,berkas
berkat,berkat
berkati,berkat
berkatilah,berkat
berkelium,kelium
berkik,berkik
berkil,berkil
berko,berko
berkuk,berkuk
berlian,berlian
berma,berma
bermat,bermat
bernam,bernam
bernas,bernas
beroci,beroci
beroga,beroga
beroi,beroi
berok,berok
berokna,berokna
berombong,berombong
berona,rona
berondong,berondong
berongsang,berongsang
berongsong,berongsong
beronok,beronok
berontak,berontak
beronyeh,beronyeh
berot,berot
beroti,beroti
bersat,bersat
bersia,bersia
bersih,bersih
bersihkan,bersih
bersil,bersil
bersin,bersin
bersit,bersit
bersut,bersut
bertam,bertam
bertas,bertas
bertih,bertih
bertuh,bertuh
beruang,beruang
beruas,beruas
berudu,berudu
berujul,berujul
beruk,beruk
berumbun,umbun
berumbung,berumbung
berunai,unai
berungut,ungut
berunsai,berunsai
beruntus,beruntus
berup,berup
berus,berus
berusnya,berus
berwari,wari
berzanji,zanji
berbetul,betul
berbibir,bibir
berbicara,bicara
berbimbing,bimbing
berbin,bin
berbini,bini
berbinti,binti
berbohong,bohong
berbuah,buah
berbudi,budi
berbuka,buka
berbunga,bunga
berbuntut,buntut
berbunuh,bunuh
berbunyi,bunyi
bercadar,cadar
bercampur,campur
berciciran,ciciran
bercinta,cinta
berciri,ciri
bercita,cita
bercuit,cuit
berdamai,damai
berdamping,damping
berdasar,dasar
berdatang,datang
berdaun,daun
berdekat,dekat
berderai,derai
berpendidikan,pendidikan
berdikit,dikit
berdinding,dinding
berdiri,diri
berpendirian,pendirian
berdoa,doa
berdosa,dosa
berdua,dua
berduit,duit
berdukung,dukung
berengkau,engkau
berentah,entah
berfatwa,fatwa
berfikir,fikir
bergadis,gadis
bergaji,gaji
bergamit,gamit
berganti,ganti
bergantung,gantung
bergaul,gaul
bergegar,gegar
bergelek,gelek
bergeleng,geleng
bergelimpangan,gelimpang
bergigit,gigit
bergilir,gilir
berguguran,gugur
berguling,guling
bergundik,gundik
berguru,guru
berhadir,hadir
berhakim,hakim
berhal,hal
berhantar,hantar
berhantuk,hantuk
berharap,harap
berharta,harta
berhasrat,hasrat
berhati,hati
berkehendak,hendak
berhenti,henti
berhentikan,henti
berhiliran,hilir
berhimpun,himpun
berhormat,hormat
berhubung,hubung
berhulu,hulu
beribadat,ibadat
beribu,ibu
beridentiti,identiti
berimaginasi,imaginasi
berimam,imam
beriman,iman
berinspirasi,inspirasi
berintensif,intensif
berinternet,internet
berinti,inti
beripar,ipar
beristeri,isteri
berjabat,jabat
berjangka,jangka
berjasa,jasa
berjatuh,jatuh
berjawab,jawab
berjawat,jawat
berjelapakan,jelapak
berjenis,jenis
berjiwa,jiwa
berjual,jual
berjuang,juang
berjudul,judul
berjumaat,jumaat
berjumbai,jumbai
berjumpa,jumpa
berkabung,kabung
berkabut,kabut
berkacau,kacau
berkakak,kakak
berkampaian,kampai
berkampung,kampung
berkamu,kamu
berkarakter,karakter
berkarier,karier
berkasih,kasih
berpengasihan,kasih
berkasut,kasut
berkata,kata
bersekatil,katil
berkaum,kaum
berkawan,kawan
berkejut,kejut
berkekalan,kekal
berkelanjaran,kelanjar
berkeledar,keledar
berkeliaran,keliar
berkelibangan,kelibang
berkelintaran,kelintar
berkeluarga,keluarga
berkembang,kembang
berkena,kena
berkeparan,kepar
berkeriapan,keriap
berkeriut,keriut
berketimbungan,ketimbung
berketuakan,ketua
berkiblat,kiblat
berkomplot,komplot
berkonsep,konsep
berkubu,kubu
berkucing,kucing
berkucupan,kucup
berkulaian,kulai
berkulit,kulit
berkumpul,kumpul
berkurang,kurang
berlain,lain
berlaki,laki
berlaku,laku
berkelakuan,laku
berlama,lama
berlambat,lambat
berlandas,landas
berlanggar,langgar
berlantaikan,lantai
berlara-lara,lara-lara
berlari,lari
berlatar,latar
berlatarbelakangkan,latar belakang
berlauk,lauk
berlawan,lawan
berlebih,lebih
berlempaian,lempai
berlogo,logo
berloncat,loncat
berluka,luka
berkelulusan,lulus
berluruhan,luruh
berselurus,lurus
bermaaf,maaf
berkemahuan,mahu
bermalam,malam
bermaruah,maruah
bermati,mati
bermatlamat,matlamat
bermenantu,menantu
bermesyuarat,mesyuarat
bermimpi,mimpi
berminat,minat
berminggu,minggu
bermisai,misai
bermodalkan,modal
bermodelkan,model
bermotif,motif
bermuka,muka
bermulut,mulut
bermunculan,muncul
bermuncung,muncung
bermuridkan,murid
bermusuh,musuh
bernama,nama
bernasi,nasi
bernasib,nasib
bernegeri,negeri
bernovel,novel
berobjektif,objektif
beroleh,oleh
berorang,orang
berseorang,seorang
berorientasi,orientasi
berpada,pada
berpadan,padan
berkepadatan,padat
berpagar,pagar
berpakai,pakai
berpalu,palu
berpanas,panas
berpancaran,pancar
berpandang,pandang
berpandu,pandu
berpangku,pangku
berpapasan,papas
berpasang,pasang
berpatutan,patut
berpedoman,pedoman
berpegang,pegang
berpelamin,pelamin
berpelantingan,pelanting
berpeluk,peluk
berpenghulukan,hulu
berperenggankan,perenggan
berpergian,pergi
berperibadi,peribadi
berkeperibadian,peribadi
berperut,perut
berpesan,pesan
berpiawai,piawai
berpilih,pilih
berpistol,pistol
berpoket,poket
berprinsip,prinsip
berpuas,puas
bersepupu,sepupu
berputera,putera
berputih,putih
berkerajaan,raja
berangka,angka
berapat,rapat
berperasaan,rasa
bereda,reda
berencetan,rencet
berenyaian,renyai
beresah,resah
beriba,riba
berisiko,risiko
beroda,roda
berosak,rosak
berotan,rotan
berugi,rugi
berumah,rumah
berumahtangga,rumah tangga
berupa,rupa
bersahabat,sahabat
bersahutan,sahut
bersaing,saing
bersakit,sakit
bersaksi,saksi
bersalah,salah
bersama,sama
bersambung,sambung
bersambut,sambut
bersamping,samping
bersangat,sangat
bersanggul,sanggul
bersantap,santap
bersapa,sapa
berpersatuan,satu
bersatupadu,satu padu
bersaudara,saudara
berpesawat,pesawat
bersayang,sayang
bersedia,sedia
bersekolah,sekolah
berselampitkan,selampit
berselekeh,selekeh
berselendang,selendang
berseluar,seluar
bersemangat,semangat
bersembahyang,sembahyang
bersemboyankan,semboyan
bersempadan,sempadan
bersempit,sempit
bersenang,senang
bersendengan,sendeng
bersengaja,sengaja
bersenjata,senjata
bersentosa,sentosa
bersepai,sepai
berseronok,seronok
bersetia,setia
bersidaian,sidai
bersifat,sifat
bersila,sila
bersimpan,simpan
bersiwak,siwak
berstatus,status
bersuami,suami
berkesudahan,sudah
bersuka,suka
bersukacita,suka cita
bersukan,sukan
bersumber,sumber
bersurai,surai
bersusah,susah
bersyair,syair
bersyarah,syarah
bertabah,tabah
bertabiat,tabiat
bertahu,tahu
berpengetahuan,tahu
bertanah,tanah
bertandatangan,tanda tangan
bertandu,tandu
bertanduk,tanduk
bertangkap,tangkap
bertaruh,taruh
bertatahkan,tatah
bertaubat,taubat
bertaut,taut
bertawar,tawar
bertebaran,tebaran
bertelefon,telefon
bertema,tema
berteman,teman
bertempiaran,tempiar
bertendang,tendang
bertengkaran,tengkar
bertentukan,tentut
berteori,teori
bertepi,tepi
berterbangan,terbang
bertilam,tilam
bertimbulan,timbul
bertindak,tindak
bertindih,tindih
bertirai,tirai
bertopeng,topeng
bertuan,tuan
bertuang,tuang
bertuhan,tuhan
bertukar,tukar
bertulang,tulang
bertulisan,tulis
bertumbuk,tumbuk
bertunjang,tunjang
berketurunan,keturunan
berukir,ukir
berulan,ulan
berurus,urus
berusia,usia
berusung,usung
berwadahkan,wadah
berwajah,wajah
berwajaran,wajar
berwajib,wajib
berkewajipan,wajib
berwang,wang
berwasiat,wasiat
berperwatakan,watak
berwawasan,wawasan
mengabah,abah
mengabjadkan,abjad
mengabsahkan,absah
mengabstrakkan,abstrak
mengabu,abu
mengaci,aci
mengacuhkan,acuh
mengacung,acung
mengada,ada
mengadap,adap
mengagakan,aga
mengair,air
mengajaibkan,ajaib
mengakali,akali
mengakikahkan,akikah
mengakrabkan,akrab
mengaku,aku
mengakuri,akur
mengalir,alir
mengamankan,aman
mengampai,ampai
mengampu,ampu
mengampuhkan,ampuh
mengamuk,amuk
mengancamkan,ancam
mengandaskan,kandas
menganduh,anduh
menganehkan,aneh
menganggotai,anggota
mengangka,angka
menganiaya,aniaya
mengansur,ansur
mengantara,antara
menganugerahi,anugerah
mengapa,mengapa
mengaplikasikannya,aplikasi
mengarang,karang
mengarcakan,arca
mengarifkan,arif
mengarwahkan,arwah
mengasa,asa
mengasak,asak
mengasam,asam
mengasap,asap
mengasaskan,asas
mengasid,asid
mengasimilasikan,asimilasi
mengasyikkan,asyik
mengatap,atap
mengataskan,atas
mengawamkan,awam
mengawet,awet
mengazabkan,azab
mengazab,azab
mengecam,kecam
mengeksport,eksport
mengembun,embun
mengempukkan,empuk
mengenakkan,enak
mengendahkan,endah
mengenggankan,enggan
mengerti,erti
mengesakan,esa
mengesokkan,esok
menggaduh,gaduh
menggaji,gaji
menggalang,menggalang
menggamit,gamit
mengganjak,ganjak
mengganjil,ganjil
menggantung,gantung
menggaram,garam
menggatalkan,gatal
menggayutkan,gayut
menggelakkan,gelak
menggelarkan,gelar
menggeli,geli
menggelisah,gelisah
menggelora,gelora
menggelung,gelung
menggema,gema
menggembala,gembala
menggembirakan,gembira
menggemukkan,gemuk
menggenang,genang
menggenapi,genapi
menggendalakan,gendala
menggenggam,genggam
menggeram,geram
menggerbang,gerbang
menggertak,gertak
menggerunkan,gerun
menggeser,geser
menggetar,getar
mengghaibkan,ghaib
mengghairahkan,ghairah
menggigil,gigil
menggilai,gilai
menggiling,giling
menggirangkan,girang
menggiurkan,giur
menggondolkan,gondol
menggoyahkan,goyah
menggredkan,gred
menggugupkan,gugup
menggula,gula
menggulai,gulai
menggulung,gulung
menggundahkan,gundah
menggusari,gusari
menghabakan,haba
menghablur,hablur
menghadamkan,hadam
menghadiahi,hadiah
menghakimi,hakim
menghakimkan,hakim
menghakis,hakis
menghalang,halang
menghambur,hambur
menghamilkan,hamil
menghampari,hampar
menghangitkan,hangit
menghantu,hantu
menghanyirkan,hanyir
mengharmonikan,harmoni
mengharu,haru
mengharum,harum
menghauskan,haus
menghayunnya,hayun
menghelah,helah
menghemat,hemat
menghembalang,hembalang
menghempap,hempap
menghempas,hempas
menghendaki,hendak
menghendap,hendap
mengheningkan,hening
menghenyak,henyak
mengheret,heret
menghibakan,hiba
menghidap,hidap
menghidayatkan,hidayat
menghidu,hidu
menghidupi,hidup
menghikayatkan,hikayat
menghikmat,hikmat
menghilir,hilir
menghingari,hingar
menghinggapi,hinggap
menghisap,hisap
menghitamputihkan,hitam putih
menghitungi,hitung
menghonarkan,honar
hujan angin,hujananginkan
hujan panas,hujanpanaskan
menghulu,hulu
menghuni,huni
menghunjam,hunjam
menghunus,hunus
menghuraikannya,hurai
menghutan,hutan
menghutangkan,hutang
mengiakan,ia
mengidah,idah
mengijabkan,ijab
mengikhlaskan,ikhlas
mengikhtisarkan,ikhtisar
mengiktiraf,iktiraf
mengilham,ilham
mengimami,imam
mengimankan,iman
mengimbal,imbal
mengimbas,imbas
mengimbuh,imbuh
mengimplementasikan,implementasi
mengindustrikan,industri
mengingininya,ingin
menginjakkan,injak
menginsafkan,insaf
menginsafi,insaf
mengintensifkan,intensif
menginterpretasi,interpretasi
mengiramakan,irama
mengiringinya,iring
mengisbatkan,isbat
mengistiadatkan,istiadat
mengistimewakan,istimewa
mengistirahatkan,istirahat
mengisyaratkan,isyarat
mengabutkan,kabut
mengkafani,kafan
mengagetkan,kaget
mengagumkan,kagum
mengahwinkannya,kahwin
mengahwini,kahwin
mengajangi,kajang
mengalah,kalah
mengalutkan,kalut
mengampaikan,ampai
mengampungkan,ampung
mengamuskan,amus
menganan,kanan
mengancing,kancing
mengandang,kandang
mengandar,kandar
mengandung,kandung
mengangkang,kangkang
mengantuk,mengantuk
mengantungkan,kantung
mengkanunkan,kanun
mengapalkan,kapal
mengkaparkan,kapar
mengapit,kapit
mengapur,kapur
mengaram,aram
mengarat,karat
mengaribkan,karib
mengaribi,karib
mengartukan,kartu
mengasadkan,kasad
mengasarkan,kasar
mengasih,kasih
mengasihani,kasih
mengasihankan,kasih
mengata,kata
mengaulkan,kaul
mengawal,kawal
mengawan,mengawan
mengawatkan,kawat
mengebas,kebas
mengebut,kebut
mengecek,kecek
mengecewakan,kecewa
mengecoh,kecoh
mengecup,kecup
mengedaikan,kedai
mengedipkan,kedip
mengedut,kedut
mengejam,pejam
mengejang,kejang
mengejapkan,kejap
mengejar,kejar
mengeji,keji
mengejut,kejut
mengekal,kekal
mengelabui,kelabu
mengelamkan,kelam
mengelapkan,lap
mengelati,kelat
mengelebetkan,kelebet
mengelikkan,kelik
mengelilingkan,keliling
mengelilinginya,keliling
mengelokkan,kelok
mengelompokkan,kelompok
mengelukan,kelu
mengeluar,keluar
mengelubungi,kelubung
mengeluh,keluh
mengelupas,kelupas
mengemasi,kemas
mengemaskini,kemas
mengembari,kembar
mengembung,kembung
mengena,kena
mengenal,kenal
mengenalpasti,kenal pasti
mengenang,kenang
mengencang,kencang
mengencingi,kencing
mengendurikan,kenduri
mengentalkan,kental
mengentutkan,kentut
mengenyangkan,kenyang
mengenyitkan,kenyit
mengepalkan,kepal
mengepala,kepala
mengepukkan,kepuk
mengepulkan,kepul
mengerapkan,kerap
mengerapi,kerap
mengerasi,keras
mengeringi,kering
mengeringatkan,keringat
mengeriting,keriting
mengerjai,kerja
mengeroncongkan,keroncong
mengerubungi,kerubung
mengerubuti,kerubut
mengerudungi,kerudung
mengerukkan,keruk
mengerumukkan,kerumuk
mengerumunkan,kerumun
mengerumuni,kerumun
mengerutungi,kerutung
mengesankan,kesan
mengesatnya,kesat
mengesotkan,kesot
mengetam,ketam
mengetap,ketap
mengetawai,ketawa
mengeteng,keteng
mengetuakan,ketua
mengetulkan,ketul
mengkhasiati,khasiat
mengkhianatkan,khianat
mengkhidmati,khidmati
mengkhutbahkan,khutbah
mengialkan,kial
mengiasi,kias
mengiblatkan,kiblat
mengidung,kidung
mengilangkan,kilang
mengirai,kirai
mengiri,kiri
mengirimi,kirim
mengisutkan,kisut
mengitar,kitar
mengocakkan,kocak
mengkolektifkan,kolektif
mengomakan,koma
mengkomputerkan,komputer
mengongkongi,kongkong
mengonon,konon
mengkonsolidasikan,konsolidasi
mengopek,kopek
mengkordinasikan,kordinasi
mengkorporatkan,korporat
mengosongkannya,kosong
mengotori,kotor
mengoyak,koyak
menguak,kuak
menguasainya,kuasa
menguasakan,kuasa
mengubur,kubur
mengucupkan,kucup
mengudung,kudung
menguduskan,kudus
mengkufurkan,kufur
menguis,kuis
menguit,kuit
mengukuhi,kukuh
mengulit,ulit
mengumandangkan,kumandang
mengumuhkan,kumuh
menguncup,kuncup
mengunjunginya,kunjung
mengunyahkan,kunyah
mengurus,urus
mengusut,usut
mengutipnya,kutip
mengutuki,kutuk
mengah,mengah
mengkal,mengkal
mengkarung,mengkarung
mengkelan,kelan
mengkis,mengkis
mengkuang,mengkuang
mengkudu,mengkudu
menganga,nganga
mengerikan,ngeri
mengenyahkan,nyah
mengobor,obor
mengoksidakan,oksida
mengoksigenkan,oksigen
mengolekkan,olek
mengoles,oles
mengomel,omel
mengomong,omong
mengonarkan,onar
mengoperasi,operasi
mengorganisasi,organisasi
mengorientasikan,orientasi
mengqada,qada
mengesah,sah
mengesyak,syak
mengesyorkan,syor
mengenepikan,tepi
menganaktirikan,anak tiri
mengubah,ubah
mengudarakan,udara
mengujarkan,ujar
mengujinya,uji
mengukirnya,ukir
mengupahi,upah
mengupayakan,upaya
menguras,uras
mengurusnya,urus
menguruskannya,urus
mengusai,usai
mengusap,usap
mengusirnya,usir
mengusungnya,usung
mengutuhkan,utuh
menguzurkan,uzur
mengewap,wap
menggolkan,gol
menghakkan,hak
menghakmilikkan,hakmilik
menghujananginkan,hujan angin
menghujanpanaskan,hujan panas
mengijabkabulkan,ijabkabul
mengembangbiakkan,kembang biak
mengiyakan,iya
memperadik,adik
memperakukan,aku
memperanakkan,anak
memperapitkan,apit
memperbadan,badan
memperbagaikan,bagai
memperbini,bini
memperbudak,budak
memperbudikan,budi
mempercekap,cekap
memperdahsyat,dahsyat
memperdaya,daya
mempergantungi,gantung
memperhatikan,hati
memperhumai,humai
memperisteri,isteri
memperjerihkan,jerih
memperjualbelikan,jual beli
memperkawan,kawan
memperkebuni,kebun
memperkejikan,keji
memperkelahikan,kelahi
memperkenankan,kenan
memperladang,ladang
memperlainkan,lain
memperlaki,laki
memperlambangkan,lambang
memperlawankan,lawan
memperlunak,lunak
mempermadukan,madu
memperoleh,oleh
memperingkatkan,peringkat
memperkakas,kakas
memperkarakan,perkara
memperkasa,perkasa
memperli,perli
memperapat,rapat
memperasakan,rasa
memperenggang,renggang
mempersahabatkan,sahabat
mempersama,sama
mempersandang,sandang
memperselukkan,seluk
mempersendakannya,senda
mempersilakannya,sila
mempersingkat,singkat
mempersuami,suami
mempertebar,tebar
mempertikaikannya,tikai
mempertunggang,tunggang
memperturun,turun
memperyahudikan,yahudi
terpelajar,pelajar
terbaca,baca
terbaik,baik
terbalikkan,balik
terbaru,baru
terbawa,bawa
terkebawah,bawah
terbeban,beban
terbela,bela
terbelakang,belakang
terkebelakang,belakang
terbeli,beli
terbersih,bersih
terbiar,biar
terbiasa,biasa
terbuka,buka
terbukti,bukti
terbunuh,bunuh
tercapai,capai
tercatat,catat
tercinta,cinta
terpedaya,pedaya
terdiri,diri
terfikir,fikir
tergamak,gamak
tergelek,gelek
tergenggam,genggam
tergoda,goda
terhadap,hadap
terhairan,hairan
terhalang,halang
terhantar,hantar
terharap,harap
terharu,haru
terhasrat,hasrat
terhenti,henti
terhibur,hibur
terhormat,hormat
terjual,jual
terjumpa,jumpa
terkabul,kabul
terkalahkan,kalah
terkanan,kanan
terkata,kata
terkejut,kejut
terkembari,kembar
terkemudian,kemudian
terkena,kena
terkepung,kepung
terkiri,kiri
terkubu,kubu
terlaksana,laksana
terlalu,lalu
terbelangah,belangah
terlanjurkan,lanjur
terpelanting,pelanting
terlara-lara,lara-lara
terlari,lari
terlintang,lintang
terluah,luah
terluka,luka
termakbul,makbul
termasuk,masuk
termesti,mesti
termilik,milik
termimpi,mimpi
terminum,minum
termiskin,miskin
terkemuka,kemuka
ternama,nama
ternanti,nanti
ternilai,nilai
terpada,pada
terpakai,pakai
terimapakai,terimapakai
terpaksa,paksa
terpandang,pandang
terpapar,papar
terpegang,pegang
terpeluk,peluk
terpenting,penting
terperi,peri
terpinta,pinta
terpuji,puji
terancang,rancang
terserandung,serandung
terayap,rayap
terentang,rentang
tersakat,sakat
tersalah,salah
tersampai,sampai
tersampuk,sampuk
tersapa,sapa
tersayang,sayang
tersebut,sebut
tersedia,sedia
tersengal,sengal
tersenyum,senyum
tersilau,silau
tersindir,sindir
tersisip,sisip
tertabur,tabur
tertahan,tahan
tertawakan,tawa
tera,tera
terakan,akan
teraan,teraan
teracak,teracak
terada,ada
teradang,teradang
terajam,terajam
terajang,terajang
teraju,teraju
terajui,teraju
terak,terak
terakup,terakup
teral,teral
terala,terala
teraling,teraling
teran,teran
teranas,teranas
terang,terang
terangi,terang
terangkan,terang
terangan,terang
terangnya,terang
terangkik,terangkik
terantai,terantai
terap,terap
terapkan,terap
terapan,terap
terapai,terap
terapi,terapi
teras,teras
terasi,terasi
terasul,terasul
teratai,teratai
teratak,teratak
teratu,teratu
terau,terau
terawang,terawang
terazo,terazo
terbak,terbak
terban,terban
terbang,terbang
terbangkan,terbang
terbis,terbis
terbit,terbit
terbitnya,terbit
terbitlah,terbit
terbitkan,terbit
terbitan,terbit
terbul,terbul
terbus,terbus
terbut,terbut
teremal,teremal
terembesi,terembesi
terenang,terenang
terendak,terendak
teres,teres
teri,teri
teriak,teriak
teriakkan,teriak
teriang,teriang
teriba,teriba
terigu,terigu
terik,terik
teriko,teriko
terilin,terilin
terima,terima
terimanya,terima
terimalah,terima
terimba,terimba
teringkit,teringkit
teripang,teripang
terista,terista
teriti,teriti
teritik,teritik
teritip,teritip
terjah,terjah
terjahan,terjah
terjal,terjal
terjang,terjang
terjemah,terjemah
terjemahkan,terjemah
terjemahan,terjemah
terjun,terjun
terjunan,terjun
terka,terka
terkam,terkam
terkaman,terkam
terkap,terkap
terkerlap,kerlap
terkul,terkul
terkup,terkup
terlak,terlak
terma,terma
terminal,terminal
termograf,termograf
termometer,termometer
termoplastik,termoplastik
termos,termos
termostat,termostat
ternak,ternak
ternakan,ternak
terobos,terobos
terok,terok
teroka,teroka
terokai,teroka
teromasa,teromasa
teromba,teromba
teromol,teromol
terompah,terompah
terongko,terongko
teronok,teronok
teropong,teropong
terowong,terowong
terpa,terpa
terpaan,terpa
terpal,terpal
terpas,terpas
terperongo,perongo
terpersil,persil
tertiari,tertiari
tertib,tertib
teruah,teruah
terubin,terubin
terubuk,terubuk
terubul,terubul
terubung,terubung
teruk,teruk
terum,terum
terumbu,terumbu
terumbuh,terumbuh
teruna,teruna
terung,terung
teruntum,teruntum
terup,terup
terus,terus
teruskan,terus
terusan,terus
teruslah,terus
terusi,terus
terutup,terutup
terwelu,terwelu
tertidur,tidur
tertinggi,tinggi
tertipu,tipu
tertunggang,tunggang
terubat,ubat
teruji,uji
diperakukan,aku
diakuri,akur
diperanakkan,anak
dianggotai,anggota
dianiaya,aniaya
dianugerahi,anugerah
diapa,apa
diasaskan,asas
diawet,awet
dibabakkan,babak
dibaca,baca
diperbadan,badan
dibaik,baik
dibaikpulih,baik pulih
